post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_000097,ACT_0004,OnyxNode,SRC_000781,"Furthermore, General commentary on amrket trends without technical specifics. Geenarl Furthermore, Announcement of a temporary hiatus due to unspecified operational security concerns Conesquently, Generic negoitation exchange referencing a private deal wihtout specifics. exchange a exchange As previously noted, Vendor rebuttal to a negative review, disputing timeline claims. timeline negative negative Vendor claims. timeline review,",2026-05-14T10:48:18Z,en,listing,0,,-0.523,54,10.8,0.185,0.0,False
POST_000098,ACT_0039,UmbraWarden,SRC_000316,"Consequently, Dispute resloution update from an administrator, no personal data shared. admiinstrator, update data resolution shared. Dispute",2026-05-27T13:34:07Z,en,feedback,1,,0.253,17,5.67,0.294,0.0,False
POST_000099,ACT_0042,ObsidianWarden,SRC_005259,"Consequently, Generic negotiation exchange referencing a private",2025-09-12T15:57:26Z,en,dispute,0,,0.142,7,7.0,0.143,0.0,False
POST_000100,ACT_0049,EmberSignal,SRC_002245,"Moreover, Complaint thread about a delayed shipment reference Furthermore, Recruitment-tsyle post seeking collabortaors for unspecified project roles.",2026-08-27T11:35:20Z,en,general,0,,-0.313,17,17.0,0.176,0.0,False
POST_000101,ACT_0007,IronWolf81,SRC_005631,"Feedback exchange about response times and support tickets. response tbh General discussion about escrow ngl Vendor rebuttal to a negative review, disputing idk no drama just business",2026-02-03T11:18:55Z,en,negotiation,4,POST_000014,-0.202,27,13.5,0.074,0.037,True
POST_000102,ACT_0024,OnyxEcho,SRC_000321,Reptuation update posted regarding a recent vendor dispute on the marketplace. update posted,2026-02-26T22:39:25Z,en,listing,0,,0.055,13,6.5,0.077,0.0,False
POST_000103,ACT_0047,AshForge54,SRC_001764,Announcement fo new listing categoyr opening on the amrketplace. the listign marketplace. new listign of on on marketplace. on new category on marketplace. the Announcement tbh Feedback exchange baout response tiems and support tickets. exchange exchange Feedback support and exchange tickets. itmes tbh Community plol about prefererd communication channle going forward. Community communication going forward. ocmmunication prefrered communiaction prefererd poll Community forward. yo nAnouncement of new listing caetgory opening on the marketplace. of the lisntig new opening Announcemetn new new listing listing category Announcement on Annuoncement opening Announcement category fr fr,2024-09-17T22:14:02Z,en,listing,2,,-0.217,91,8.27,0.11,0.0,False
POST_000104,ACT_0013,NightWarden,SRC_003326,"Retirement announcement citing personal reasons, thanking the community. citing Retirement reaosns, commnuity. Retirement Retirement cmomunity. the Retirement ngl!!! Thread bump requesting more visibility for an existing listing. an existing listing. listing. more Thread requesting existing bump requseting more bump visibiltiy for existing eixsting fr fr?!",2026-07-09T21:10:36Z,en,moderation,0,POST_000086,0.027,45,5.62,0.289,0.0,False
POST_000105,ACT_0001,SilentTrace,SRC_005728,"Warning post about impersonation of a known handle in the community. Warning yo Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. old notice: fr fr Migration notice: old profile will no longer be monitored, smh eFedback exchange about respnose times and support tickets. and ticekts. ngl",2024-11-20T17:38:00Z,en,dispute,0,POST_000085,-0.201,52,10.4,0.173,0.0,False
POST_000106,ACT_0020,EmberNode,SRC_004823,Thread bump requesting more visibility for an existing listing,2025-11-30T21:34:10Z,en,dispute,0,,0.327,9,9.0,0.0,0.0,False
POST_000107,ACT_0047,StormFox,SRC_005654,Announcement of a temporary hiatus due to unspecified opeartional escurity concerns. Announcement Anonuncement operational due concerns. a concerns. Announcement due Announcement Announcement np Casual chat referencing recent downtime of a synthetic feed soruce. of downtime Casual chta chat synthetic odwntmie Casual chat of a synthetic idk,2025-12-02T21:12:37Z,en,moderation,0,,-0.534,46,9.2,0.087,0.0,False
POST_000108,ACT_0027,RuneWarden,SRC_001765,"In addition, Retirement announcement citing personal?! Cnosequently, Vendor rebuttal to a neagtive!!",2025-06-24T14:43:40Z,en,dispute,1,,0.228,12,6.0,0.5,0.0,False
POST_000109,ACT_0023,GreySentinel,SRC_005213,Technical discussion about generic infrastructure uptime and hosting reliability. hosting about Technical egneric Warning post about impersonation of a known handle in the community Warning post about impersonation of a known handle in the community. of the known Warning Thread bump requesting more visbiility for an existing listign. bump for visibility visibility existing bump listing,2026-05-05T12:47:06Z,en,announcement,2,,0.674,55,13.75,0.055,0.073,False
POST_000110,ACT_0014,NightLedger,SRC_004367,"Consequently, Moderation notice regarding forum rules for listing categories. forum for forum!!! Moreover, Generic negotiation exchange referencing a private deal without specifics. referencing deal referencing Generic negotiation witohut?! Furthermore, Migration notice: old profile will no longre be monitored, redirecting contacts to new handle. profile longer!! In addtiion, General discussion about escrow timelines and buyer copmlaints. about about?!",2024-08-26T23:04:28Z,en,listing,1,POST_000033,-0.121,57,7.12,0.333,0.018,False
POST_000111,ACT_0023,GreyOrbit,SRC_005652,Geenric negotiation exchange referencing a private deal without specifics. exchange negotiation Generic Generic negotiation,2026-07-17T14:00:58Z,en,negotiation,2,,0.315,14,7.0,0.071,0.0,False
POST_000112,ACT_0025,TalonEcho,SRC_003236,"As prevoiusly noted, Moderation notice regarding forum rules for lisitng categories. for for In additino, General discussion about escrow timelines and buyer complaints. complaints. about stay safe out there friends",2026-05-08T05:19:58Z,en,general,1,,0.517,30,7.5,0.167,0.033,True
POST_000113,ACT_0010,HavocSpire71,SRC_000208,"Migration notice: old profile will no longer be monitored, redirecitng contacts to new handle. no longer Migration profile contacts montiored, notice: old to contacts contacts Announcement of a temporary hiatus due to unspecified operational security concerns. concerns. operational unspecified of temporary",2026-08-02T19:45:08Z,en,feedback,1,POST_000059,-0.454,41,10.25,0.171,0.0,False
POST_000114,ACT_0046,ObsidianFalcon,SRC_002569,Generic negotiation exchange referencing a private deal,2026-04-10T14:42:40Z,en,negotiation,1,,0.52,7,7.0,0.0,0.0,False
POST_000115,ACT_0033,TalonSentinel,SRC_000529,Warning post about impersonation of a known handle in the community. the Warning the impersonation np!!! Complaint thread about a delayed shipment reference and refund process. about Complanit a reference tbh... Technical discussion about generic infrastructure uptime and hosting reliabiliyt. smh... General commentary on market trensd without technical specifics. trends without on commentary market lol... rtust but verify always,2025-08-20T13:11:25Z,en,general,3,POST_000090,-0.051,59,6.56,0.271,0.051,True
POST_000116,ACT_0055,HavocSentinel,SRC_001082,"Moreover, Comment thread praisign a seller's communicatoin adn turanround time. time. and and turnaround turnaorund Consequently, Rceruitment-style opts seeking collaborators for unspecifide project roles. nuspecified seeking for collaborators collaborators",2024-03-19T13:08:30Z,en,negotiation,1,,0.523,29,7.25,0.172,0.0,False
POST_000117,ACT_0001,SilentTrace,SRC_003720,Thread bump requesting more visibility for an existing listing. existing more existing oy Technical discussino about generic infrastrucutre uptime and hosting reliability. and Technical and Technical infrastructure uptime infrastructure msh Announceemnt of a temporary hiatus due to unspecified operational security concerns. to due security ngl Announcement of new listing category opening on hte marketplace. np,2026-08-31T18:05:18Z,en,recruitment,1,POST_000085,0.12,55,11.0,0.073,0.091,False
POST_000118,ACT_0050,FrostReaper,SRC_000462,"Dispuet resolution update from an administrator, no personal data shared. update shared. Dispute shared...",2026-07-20T16:04:23Z,en,announcement,2,,-0.008,14,4.67,0.429,0.0,False
POST_000119,ACT_0051,SilverGrid,SRC_004989,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. be Migration yo Annoucneemnt of a temporary hiatus due to unspecified operational security concerns. of due concerns. unspecified temporary tbh General commentyar on market trends without technical specifics. market commentary trends General technical General specifics. specifics. technicla market market trends General smh Thread bump requesitng more visibility for an existing listing. bump for listing. listing. an existing existing Thread requesting visibility Thread np",2026-07-03T09:56:17Z,en,general,1,POST_000066,0.381,77,7.7,0.143,0.0,False
POST_000120,ACT_0004,OnyxNode,SRC_001814,"Furthermore, Thread bump requesting more visibliity for an existing listing. an an Thread",2026-05-11T12:04:35Z,en,dispute,1,,1.0,13,6.5,0.154,0.0,False
POST_000121,ACT_0027,RuneWarden,SRC_001352,"Moreovre, Retirement announcement citing rpesonal reasons, thnaking the community?! As previosuly noted, Generic negotaition exchange referencing a private deal without!!! In addition, Warnnig post about impersonation of?! Moreover, Communtiy poll about preferred communication...",2026-05-21T11:38:59Z,en,dispute,1,,-0.38,33,8.25,0.455,0.0,False
POST_000122,ACT_0024,OnyxEcho,SRC_001559,Comment thread praiisng a seller's communication and turnaround time. praising communication time. communication prasiing a,2026-01-09T19:39:44Z,en,listing,2,POST_000102,-0.611,15,5.0,0.133,0.0,False
POST_000123,ACT_0054,UmbraHollow,SRC_005134,"Consequetnly, Recruitment-style post seeking collaboratros for unspecified project!! Moreover, Migration notice: old prfoile!!!",2026-05-18T10:56:35Z,en,dispute,0,,0.482,13,6.5,0.615,0.0,False
POST_000124,ACT_0031,StormMarrow37,SRC_003432,Announcement of a temporary hiatus due yo General commentary on market trends lol General discussion about escrow timelines and tbh Feedback exchange about response times adn support fr fr,2025-10-29T12:05:12Z,en,general,0,,-0.283,29,29.0,0.0,0.034,False
POST_000125,ACT_0019,VoidDrift,SRC_001400,"As previously noted, Generic negotiation exchange referencing a private deal without specifcis. exchange refeercning Geneirc referencing negtoiation referencing without... In addition, Generic negotiation exchange referencing a private deal without sepcifics. negotitaion negotiation negotiation without Generic exchange referencing private referencign without without specifics. Generic reefrencing referencing referencing referencing negotiation!!! In addition, Recruitment-style post seeking collaborators for unspecified projcet rolse. post unspecified roles. for seeking seeking unspecified roles. roles. for Recruitment-style post for project Recruitment-styel!! Furthermore, Retirement announcement citing personal reasons, thanking the community. thanking reasons, Retirement the citing personal personal the Retirement thanking reasons, community. community. personal the...",2026-02-25T20:01:50Z,en,dispute,0,,0.533,97,6.93,0.289,0.0,False
POST_000126,ACT_0008,RuneLedger,SRC_002936,Recruitment-style post seeking collaborators for unspecified project roles. project for project unspecified Recruitment-style roles. for roles. Recruitment-style post prjoect post for unspecified seeking!!! Recruitment-style post seeknig collaborators for unspecified project roles. collaborators unspeicfied roles. roles. post project project roles. roles. post post unspecified unspecified rpoject seeking seeking project for unspecified Recruitment-style?! Reputation update posted regarding a recent vendor dispute on the marketplace. Reputatoin dispute update regarding recent the?! repuattion is everything here,2025-11-15T23:54:44Z,en,recruitment,0,,0.723,72,5.54,0.222,0.0,True
POST_000127,ACT_0042,CipherFalcon,SRC_004190,"Furthermore, Generic negotiation exchange referencing a private deal without specifics Consequently, Tecnhical discussion about generic infrastructure uptime and hosting reliability",2026-04-01T15:42:13Z,en,dispute,1,POST_000021,-0.552,20,20.0,0.1,0.15,False
POST_000128,ACT_0025,GhostSentinel,SRC_003876,"As previously noted, Reputation update posted reagrding a recent vendor dsipute on the marketpalce. recent regarding the Reputaiton As previously noted, Warning post about impersonation of a known handle in the community. a stay saef out there friends",2026-08-15T09:24:10Z,en,general,0,POST_000112,-0.4,38,12.67,0.105,0.0,True
POST_000129,ACT_0033,TalonSentinel,SRC_002911,"Vendor rebuttal to a negative review, disputing timleine claims. negative claims. timeline erview, rebuttal disputing rebuttal lol!! Thread bump requesting more visibility for an existing listing. more an yo!!! trust but verify alwyas",2026-07-19T13:02:53Z,en,dispute,3,POST_000090,-0.399,33,5.5,0.303,0.0,True
POST_000130,ACT_0025,DarkMarrow,SRC_002091,"uFrthermore, Casual chat referencing rceent downtime of a synthetic feed source. chat recent feed feed recetn synthetic Consequently, Complaint thread about a delyaed shipment reference and refund process. Moreover, Announcement of new listing category openign on the markteplace. stay safe out there friends",2026-08-13T11:00:28Z,en,general,1,,0.225,43,10.75,0.14,0.0,True
